nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
Gribouillis,Micro crèche,8 RUE EDOUARD NAUD,92130,ISSY LES MOULINEAUX,92040,09 54 27 23 62,Privé,Société People and Baby,10.0,,2.5,4.0,,"{""coordinates"": [2.2625040003384678, 48.82204299961684], ""type"": ""Point""}","48.82204299961684, 2.2625040003384678"
Haya Mouchka - Vie et Parfum,Multi-accueil,54 BOULEVARD RODIN,92130,ISSY LES MOULINEAUX,92040,,Associatif,Association crèche Vie et Parfum Haya Mouchka,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.258929999326755, 48.81916000019896], ""type"": ""Point""}","48.81916000019896, 2.258929999326755"
Haya Mouchka - Vie et Parfum,Multi-accueil,32 RUE VICTOR BASCH,92120,MONTROUGE,92049,,Associatif,Association crèche Vie et Parfum Haya Mouchka,98.0,,2.5,4.0,,"{""coordinates"": [2.3205880003235375, 48.81268799957431], ""type"": ""Point""}","48.81268799957431, 2.3205880003235375"
Indigo,Micro crèche,45 QUAI DU DOCTEUR DERVAUX,92600,ASNIERES SUR SEINE,92004,01 46 92 29 46,Privé,Société Microbaby,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2881410002364655, 48.905587000039155], ""type"": ""Point""}","48.905587000039155, 2.2881410002364655"
Jardin de découverte Saint Exupéry,Multi-accueil,5 PLACE DU 11 NOVEMBRE 1918,92300,LEVALLOIS,92044,,Commune,Commune de Levallois,40.0,,20.0,4.0,5.0,"{""coordinates"": [2.2893900002828467, 48.8992199998474], ""type"": ""Point""}","48.8992199998474, 2.2893900002828467"
Jardin d'enfants Montessori,Multi-accueil,87 RUE DE SEVRES,92100,BOULOGNE BILLANCOURT,92012,01 46 04 25 48,Associatif,Association Aide Moi à Faire Seul,35.0,,18.0,4.0,,"{""coordinates"": [2.2294670000449126, 48.83249000030238], ""type"": ""Point""}","48.83249000030238, 2.2294670000449126"
Jardin d'éveil - Atelier Les Petites Têtes de l'Art,Multi-accueil,64 RUE DE BELLEVUE,92100,BOULOGNE BILLANCOURT,92012,01 48 25 02 80,Associatif,Association Les Petites Têtes de l'Art,20.0,,18.0,6.0,,"{""coordinates"": [2.2305110003185136, 48.836436999948496], ""type"": ""Point""}","48.836436999948496, 2.2305110003185136"
Jardin d'éveil de l'Ancienne Mairie,Multi-accueil,11 BIS RUE DE L ANCIENNE MAIRIE,92100,BOULOGNE BILLANCOURT,92012,01 55 18 62 42,Commune,Commune de Boulogne-Billancourt,20.0,,9.0,4.0,,"{""coordinates"": [2.234023000408056, 48.8399029996968], ""type"": ""Point""}","48.8399029996968, 2.234023000408056"
Jean de la Fontaine,Multi-accueil,17 RUE DE L ABBE DERRY,92130,ISSY LES MOULINEAUX,92040,01 41 23 89 42,Commune,Commune d'Issy-les-Moulineaux,56.0,,2.5,4.0,5.0,"{""coordinates"": [2.277925999613031, 48.82207400028394], ""type"": ""Point""}","48.82207400028394, 2.277925999613031"
Jean Jaurès,Multi-accueil,55 AVENUE JEAN JAURES,92140,CLAMART,92023,01 41 23 05 85,Commune,Commune de Clamart,35.0,,12.0,4.0,,"{""coordinates"": [2.265840000193494, 48.803930000315766], ""type"": ""Point""}","48.803930000315766, 2.265840000193494"
Jean-Marie Toutain,Multi-accueil,9 RUE JEAN BAPTISTE BESCHE,92500,RUEIL MALMAISON,92063,01 47 14 12 91,Commune,Commune de Rueil-Malmaison,40.0,,15.0,4.0,5.0,"{""coordinates"": [2.183914000583686, 48.884030000021696], ""type"": ""Point""}","48.884030000021696, 2.183914000583686"
Kotkot Issy,Micro crèche,26 RUE DU DOCTEUR VUILLEME,92130,ISSY LES MOULINEAUX,92040,01 41 09 11 85,Privé,Société Enfance Conseil,10.0,,2.5,4.0,,"{""coordinates"": [2.245801000202236, 48.8187169996504], ""type"": ""Point""}","48.8187169996504, 2.245801000202236"
La Cabane de Levallois,Micro crèche,16 RUE DE BRETAGNE,92300,LEVALLOIS,92044,,Privé,Société Kameram,10.0,,2.5,4.0,,"{""coordinates"": [2.297695999504451, 48.895741999981624], ""type"": ""Point""}","48.895741999981624, 2.297695999504451"
La Cabane du Vieux Puteaux,Micro crèche,15 RUE SAULNIER,92800,PUTEAUX,92062,01 74 54 23 98,Privé,Société Kameram,10.0,,2.5,4.0,,"{""coordinates"": [2.2413950003198284, 48.880891000366084], ""type"": ""Point""}","48.880891000366084, 2.2413950003198284"
La Cigogne,Multi-accueil,9 11 RUE JEAN JAURES,92320,CHATILLON,92020,01 46 56 89 26,Commune,Commune de Châtillon,50.0,,2.5,4.0,,"{""coordinates"": [2.2834719993581447, 48.80356799982064], ""type"": ""Point""}","48.80356799982064, 2.2834719993581447"
La Colline,Multi-accueil,8 RUE DU CALVAIRE,92150,SURESNES,92073,01 46 25 22 74,Privé,Société People and Baby,80.0,,2.5,4.0,5.0,"{""coordinates"": [2.2189130005414524, 48.87050500027996], ""type"": ""Point""}","48.87050500027996, 2.2189130005414524"
La Croix Blanche,Multi-accueil,14 GRANDE RUE,92420,VAUCRESSON,92076,09 53 39 01 19,Commune,Commune de Vaucresson,15.0,,15.0,4.0,5.0,"{""coordinates"": [2.157251999826884, 48.83924000021956], ""type"": ""Point""}","48.83924000021956, 2.157251999826884"
La Ferme,Multi-accueil,3 RUE DE LA FERME,92100,BOULOGNE BILLANCOURT,92012,01 46 10 90 10,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,,"{""coordinates"": [2.23840199932725, 48.83157599972514], ""type"": ""Point""}","48.83157599972514, 2.23840199932725"
La Maison de l'Enfant,Jardin d'Enfants,21 RUE SOLFERINO,92100,BOULOGNE BILLANCOURT,92012,01 47 61 16 70,Associatif,Association La Maison de l'Enfant,35.0,,30.0,6.0,,"{""coordinates"": [2.243848000019656, 48.82889500020552], ""type"": ""Point""}","48.82889500020552, 2.243848000019656"
La Maisonnée,Micro crèche,67 RUE GABRIEL PERI,92700,COLOMBES,92025,,Commune,Société La Maisonnée,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2472759997835645, 48.92199000037528], ""type"": ""Point""}","48.92199000037528, 2.2472759997835645"
La Marelle,Multi-accueil,114 RUE BAUDIN,92300,LEVALLOIS,92044,01 47 15 74 43,Commune,Commune de Levallois,70.0,,2.5,4.0,5.0,"{""coordinates"": [2.2918459997763727, 48.90004300017677], ""type"": ""Point""}","48.90004300017677, 2.2918459997763727"
La Palette Enchantée,Multi-accueil,8 RUE DE GARCHES,92210,SAINT CLOUD,92064,01 47 71 36 76,Associatif,Association La Palette Enchantée,20.0,,19.0,4.0,5.0,"{""coordinates"": [2.205713999557424, 48.843623000164165], ""type"": ""Point""}","48.843623000164165, 2.205713999557424"
La Petite Grenouille,Micro crèche,3/5 RUE DE BRETAGNE,92140,CLAMART,92023,01 40 83 08 48,Privé,Société Micro-crèche Bessaies,10.0,,2.5,4.0,,"{""coordinates"": [2.2434900003000102, 48.783243000408035], ""type"": ""Point""}","48.783243000408035, 2.2434900003000102"
La Source - Pierre de Lune,Multi-accueil,12 14 RUE MAURICE LABROUSSE,92160,ANTONY,92002,01 40 96 73 12,Commune,Commune d'Antony,43.0,,2.5,4.0,6.0,"{""coordinates"": [2.298014000370151, 48.75460600010357], ""type"": ""Point""}","48.75460600010357, 2.298014000370151"
L'Albatros,Multi-accueil,53 55 RUE DES ECOLES,92700,COLOMBES,92025,,Privé,Société Evancia,60.0,,2.5,4.0,,"{""coordinates"": [2.2673910005977, 48.92766799958238], ""type"": ""Point""}","48.92766799958238, 2.2673910005977"
L'Aquarelle,Multi-accueil,17 AVENUE DU PONANT,92390,VILLENEUVE LA GARENNE,92078,01 41 47 41 85,Commune,Commune de Villeneuve-la-Garenne,64.0,,2.5,4.0,5.0,"{""coordinates"": [2.328066000217486, 48.94388900041562], ""type"": ""Point""}","48.94388900041562, 2.328066000217486"
L'Arche de Noé,Multi-accueil,8 BOULEVARD GARIBALDI,92130,ISSY LES MOULINEAUX,92040,01 41 23 84 88,Commune,Commune d'Issy-les-Moulineaux,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.261983000026158, 48.824264999648214], ""type"": ""Point""}","48.824264999648214, 2.261983000026158"
L'Atelier du Poisson Rouge,Multi-accueil,5 AVENUE ROBERT BAIN,92270,BOIS COLOMBES,92009,,Associatif,Association L'Atelier du Poisson Rouge,25.0,,15.0,4.0,5.0,"{""coordinates"": [2.2656259993681136, 48.91473400005077], ""type"": ""Point""}","48.91473400005077, 2.2656259993681136"
Le Chat Perché,Multi-accueil,19 RUE DE LA PARFUMERIE,92600,ASNIERES SUR SEINE,92004,01 40 11 16 90,Commune,Commune d'Asnières-sur-Seine,38.0,,12.0,4.0,,"{""coordinates"": [2.299024999993356, 48.91349299958671], ""type"": ""Point""}","48.91349299958671, 2.299024999993356"
Le Livre d'images,Multi-accueil,47 RUE GASTON PAYMAL,92110,CLICHY,92024,01 41 27 03 73,Commune,Commune de Clichy,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.3072850004726693, 48.90484199966176], ""type"": ""Point""}","48.90484199966176, 2.3072850004726693"
Le Manège Enchanté et le Carrousel des Ours,Multi-accueil,40 40 BIS RUE DE SEVRES,92100,BOULOGNE BILLANCOURT,92012,01 78 16 63 70,Commune,Commune de Boulogne-Billancourt,74.0,,2.5,4.0,,"{""coordinates"": [2.2279319993171756, 48.8352460001864], ""type"": ""Point""}","48.8352460001864, 2.2279319993171756"
Le Pavé Blanc,Multi-accueil,44 RUE DU PAVE BLANC,92140,CLAMART,92023,01 46 30 34 89,Commune,Commune de Clamart,20.0,,3.0,4.0,5.0,"{""coordinates"": [2.238547999724616, 48.7828369995513], ""type"": ""Point""}","48.7828369995513, 2.238547999724616"
Le Petit Chaperon Rouge,Multi-accueil,12 RUE DE L OASIS,92800,PUTEAUX,92062,,Commune,Commune de Puteaux,50.0,,2.5,4.0,,"{""coordinates"": [2.2433850001509854, 48.88544700020137], ""type"": ""Point""}","48.88544700020137, 2.2433850001509854"
Le Petit Poucet,Multi-accueil,1 PLACE DU RATRAIT,92150,SURESNES,92073,01 41 18 18 15,Commune,Commune de Suresnes,53.0,,2.5,4.0,5.0,"{""coordinates"": [2.2280869997685673, 48.877557000073885], ""type"": ""Point""}","48.877557000073885, 2.2280869997685673"
Les Alouettes,Multi-accueil,7 RUE DE FRANKENTHAL,92700,COLOMBES,92025,,Commune,Commune de Colombes,60.0,,2.5,4.0,,"{""coordinates"": [2.2392938650657346, 48.925905716181894], ""type"": ""Point""}","48.925905716181894, 2.2392938650657346"
Les Cantilènes,Multi-accueil,20 RUE DE MARNES,92410,VILLE D'AVRAY,92077,,Commune,Commune de Ville-d'Avray,65.0,,2.5,4.0,5.0,"{""coordinates"": [2.1834550006197233, 48.828450999673684], ""type"": ""Point""}","48.828450999673684, 2.1834550006197233"
Les Coccinelles,Crèche parentale,9 RUE DE VANVES,92140,CLAMART,92023,01 55 95 35 61,Associatif,Association Les Coccinelles,14.0,,2.5,4.0,,"{""coordinates"": [2.2718170001657727, 48.81205500022564], ""type"": ""Point""}","48.81205500022564, 2.2718170001657727"
Les Colombes,Multi-accueil,16 COURS SAINT VINCENT,92130,ISSY LES MOULINEAUX,92040,01 41 23 89 21,Commune,Commune d'Issy-les-Moulineaux,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.2533479996642654, 48.820219000231845], ""type"": ""Point""}","48.820219000231845, 2.2533479996642654"
Les Copains d'abord,Crèche parentale,22 RUE DE RUSHMOOR,92190,MEUDON,92048,01 45 07 82 02,Associatif,Association Les Copains D'abord,14.0,,3.0,4.0,,"{""coordinates"": [2.24350700014539, 48.80426199994121], ""type"": ""Point""}","48.80426199994121, 2.24350700014539"
Les Ecureuils,Multi-accueil,104 BOULEVARD RAYMOND POINCARE,92380,GARCHES,92033,01 47 10 70 98,Public autre,Hôpital R. Poincarré,71.0,,2.5,4.0,5.0,"{""coordinates"": [2.1707310005611684, 48.838380000263115], ""type"": ""Point""}","48.838380000263115, 2.1707310005611684"
Les Explorateurs d'Asnières,Multi-accueil,69 AVENUE D ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,,Privé,Société CRECHEO,22.0,,2.5,4.0,,"{""coordinates"": [2.2836370003479742, 48.91360400015552], ""type"": ""Point""}","48.91360400015552, 2.2836370003479742"
Les Explorateurs de Neuilly,Multi-accueil,39 RUE MADELEINE MICHELIS,92200,NEUILLY SUR SEINE,92051,09 83 07 12 25,Privé,Société CRECHEO,15.0,,2.5,4.0,,"{""coordinates"": [2.2776560004668465, 48.88341300014454], ""type"": ""Point""}","48.88341300014454, 2.2776560004668465"
Les Fripounets,Multi-accueil,4 CHEMIN DES ECOLIERS,92400,COURBEVOIE,92026,01 41 16 05 01,Commune,Commune de Courbevoie,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2354549998681144, 48.89847799975064], ""type"": ""Point""}","48.89847799975064, 2.2354549998681144"
Les Girafons,Multi-accueil,1 RUE DE VERDUN,92600,ASNIERES SUR SEINE,92004,01 41 11 68 27,Commune,Commune d'Asnières-sur-Seine,50.0,,2.5,4.0,,"{""coordinates"": [2.2857450003827076, 48.907236999871955], ""type"": ""Point""}","48.907236999871955, 2.2857450003827076"
Les Lionceaux,Multi-accueil,24 RUE DES MOURINOUX,92600,ASNIERES SUR SEINE,92004,01 41 11 15 55,Commune,Commune d'Asnières-sur-Seine,39.0,,2.5,4.0,,"{""coordinates"": [2.2757689998710537, 48.93136000037738], ""type"": ""Point""}","48.93136000037738, 2.2757689998710537"
Les Lucioles,Multi-accueil,7 RUE ERNEST COGNACQ,92300,LEVALLOIS,92044,01 47 15 74 33,Commune,Commune de Levallois,56.0,,2.5,4.0,5.0,"{""coordinates"": [2.2782900004475866, 48.894717000057874], ""type"": ""Point""}","48.894717000057874, 2.2782900004475866"
Les Lutins,Multi-accueil,21 ALLEE DE LA BRASSERIE,92130,ISSY LES MOULINEAUX,92040,01 40 95 93 90,Commune,Commune d'Issy-les-Moulineaux,18.0,,6.0,4.0,5.0,"{""coordinates"": [2.249933999440114, 48.81879399974761], ""type"": ""Point""}","48.81879399974761, 2.249933999440114"
Les Malicieux de Victor Hugo,Micro crèche,4 RUE VICTOR HUGO,92400,COURBEVOIE,92026,,Privé,Société LPCR Groupe,10.0,,2.5,4.0,,"{""coordinates"": [2.254160999812534, 48.892401000075125], ""type"": ""Point""}","48.892401000075125, 2.254160999812534"
Les Microstars de Clichy,Micro crèche,7 ALLEE PAUL SIGNAC,92110,CLICHY,92024,,Privé,Société Microstars,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.3076149995133135, 48.90995499978875], ""type"": ""Point""}","48.90995499978875, 2.3076149995133135"
Les Montgolfières,Multi-accueil,10 RUE MAURICE BERTEAUX,92130,ISSY LES MOULINEAUX,92040,01 41 09 75 80,Commune,Commune d'Issy-les-Moulineaux,76.0,,2.5,4.0,5.0,"{""coordinates"": [2.266625000103814, 48.8288130002716], ""type"": ""Point""}","48.8288130002716, 2.266625000103814"
Les Moussaillons MAM,Multi-accueil,41 BOULEVARD CHARLES DE GAULLE,92390,VILLENEUVE LA GARENNE,92078,01 47 98 19 60,Commune,Commune de Villeneuve-la-Garenne,59.0,,2.5,4.0,5.0,"{""coordinates"": [2.3269579999858974, 48.93873099966044], ""type"": ""Point""}","48.93873099966044, 2.3269579999858974"
Les Petites Canailles,Multi-accueil,22 RUE ARAGO,92700,COLOMBES,92025,01 58 83 49 39,Privé,Société Les Petites Canailles,37.0,,2.5,4.0,,"{""coordinates"": [2.242098999783381, 48.9175689999218], ""type"": ""Point""}","48.9175689999218, 2.242098999783381"
Les petits Calissons,Micro crèche,12 AVENUE FELIX FAURE,92000,NANTERRE,92050,,Privé,Société Les petits Calissons,12.0,,2.5,4.0,,"{""coordinates"": [2.214754999953158, 48.88537300019134], ""type"": ""Point""}","48.88537300019134, 2.214754999953158"
Les Petits Chaperons Rouges-Châtillon Saint-Exupéry,Micro crèche,9/19 AVENUE SAINT EXUPERY,92320,CHATILLON,92020,09 87 58 51 52,Privé,Société LPCR Groupe,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2981620003768293, 48.8080060000561], ""type"": ""Point""}","48.8080060000561, 2.2981620003768293"
Les Petits Chênes,Multi-accueil,3 RUE DU GROS CHENE,92370,CHAVILLE,92022,01 41 15 27 93,Commune,Commune de Chaville,47.0,,2.5,4.0,5.0,"{""coordinates"": [2.19364200067613, 48.81080500012032], ""type"": ""Point""}","48.81080500012032, 2.19364200067613"
Les Petits Matelots,Multi-accueil,RUE DU CONTRAT SOCIAL,92600,ASNIERES SUR SEINE,92004,,Commune,Commune d'Asnières-sur-Seine,60.0,,2.5,4.0,,"{""coordinates"": [2.289890999633489, 48.91518700031989], ""type"": ""Point""}","48.91518700031989, 2.289890999633489"
Les Petits Mousses,Multi-accueil,26 BOULEVARD EMILE ZOLA,92000,NANTERRE,92050,01 41 37 10 20,Département,Conseil départemental,60.0,,2.5,4.0,,"{""coordinates"": [2.2136689996814, 48.895135000092374], ""type"": ""Point""}","48.895135000092374, 2.2136689996814"
Les Petits Sapeurs,Multi-accueil,98 RUE GALLIENI,92130,ISSY LES MOULINEAUX,92040,01 41 23 23 90,Commune,Commune d'Issy-les-Moulineaux,47.0,,2.5,4.0,5.0,"{""coordinates"": [2.2677299998125147, 48.82462300042867], ""type"": ""Point""}","48.82462300042867, 2.2677299998125147"
Les Pious-Pious,Crèche parentale,141 AVENUE JEAN JAURES,92140,CLAMART,92023,,Associatif,Association Les Pious-Pious,15.0,,2.5,4.0,,"{""coordinates"": [2.2681800001584644, 48.808184999807516], ""type"": ""Point""}","48.808184999807516, 2.2681800001584644"
Les Poissons-Clowns,Multi-accueil,4 6 RUE DE LA FERME,92350,LE PLESSIS ROBINSON,92060,01 46 30 10 28,Commune,Commune du Plessis-Robinson,45.0,,2.5,4.0,,"{""coordinates"": [2.2606239993526027, 48.781758999629226], ""type"": ""Point""}","48.781758999629226, 2.2606239993526027"
Les P'tits Boss Clichy,Micro crèche,132 BOULEVARD DU GENERAL LECLERC,92110,CLICHY,92024,,Privé,Société Léna,11.0,,2.5,4.0,,"{""coordinates"": [2.306699000649731, 48.90987599958412], ""type"": ""Point""}","48.90987599958412, 2.306699000649731"
Les P'tits Boss Dervaux,Micro crèche,107 QUAI DU DOCTEUR DERVAUX,92600,ASNIERES SUR SEINE,92004,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2927300005948914, 48.90854099960759], ""type"": ""Point""}","48.90854099960759, 2.2927300005948914"
Les P'tits Boss Rousseau,Micro crèche,84 86 RUE JEAN JACQUES ROUSSEAU,92700,COLOMBES,92025,,Privé,Société LPB CRECHES,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2662470001630495, 48.93263300013642], ""type"": ""Point""}","48.93263300013642, 2.2662470001630495"
Les P'tits Pirates,Multi-accueil,34 RUE EDMOND ABOUT,92350,LE PLESSIS ROBINSON,92060,01 46 61 25 08,Commune,Commune du Plessis-Robinson,60.0,,2.5,4.0,,"{""coordinates"": [2.2756340003985502, 48.782291999976984], ""type"": ""Point""}","48.782291999976984, 2.2756340003985502"
Les P'tits Zouaves,Multi-accueil,39 ESPLANADE DU BELVEDERE,92130,ISSY LES MOULINEAUX,92040,01 41 05 53 96,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.268065000430727, 48.8174369995877], ""type"": ""Point""}","48.8174369995877, 2.268065000430727"
Les Robinsons,Multi-accueil,5 7 RUE DE LA CHASSE,92000,NANTERRE,92050,01 47 24 74 59,Commune,Commune de Nanterre,20.0,,2.5,4.0,6.0,"{""coordinates"": [2.194726999551579, 48.896961999636915], ""type"": ""Point""}","48.896961999636915, 2.194726999551579"
Les Sansonnets,Multi-accueil,14 RUE DU JARDIN MODELE,92600,ASNIERES SUR SEINE,92004,01 41 11 15 54,Commune,Commune d'Asnières-sur-Seine,60.0,,2.5,4.0,,"{""coordinates"": [2.3059940002449513, 48.91468400014675], ""type"": ""Point""}","48.91468400014675, 2.3059940002449513"
Les Tintinnabules,Multi-accueil,31 RUE CAMBON,92250,LA GARENNE COLOMBES,92035,01 80 03 40 73,Privé,Société Les Tintinnabules,20.0,,2.5,4.0,6.0,"{""coordinates"": [2.2564069996184384, 48.91310599992291], ""type"": ""Point""}","48.91310599992291, 2.2564069996184384"
Les Trois Ours,Multi-accueil,34 36 RUE LORILLEUX,92800,PUTEAUX,92062,,Commune,Commune de Puteaux,60.0,,2.5,4.0,,"{""coordinates"": [2.2341789996751547, 48.88608200019611], ""type"": ""Point""}","48.88608200019611, 2.2341789996751547"
L'Ile aux Trésors,Multi-accueil,9 BOULEVARD DU GENERAL LECLERC,92000,NANTERRE,92050,01 47 25 77 31,Commune,Commune de Nanterre,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.1949700002691115, 48.89685900003761], ""type"": ""Point""}","48.89685900003761, 2.1949700002691115"
L'univers des pépites,Multi-accueil,6 SQUARE HENRI SELLIER,92290,CHATENAY MALABRY,92019,,Privé,Société L'univers des pépites,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.253999000405262, 48.76489800000936], ""type"": ""Point""}","48.76489800000936, 2.253999000405262"
Marceau MA,Multi-accueil,29 AVENUE MARCEAU,92400,COURBEVOIE,92026,01 43 34 11 77,Commune,Commune de Courbevoie,20.0,,2.5,4.0,,"{""coordinates"": [2.245609999417778, 48.899096000231644], ""type"": ""Point""}","48.899096000231644, 2.245609999417778"
Micro Chouette Barbusse,Micro crèche,27 AVENUE HENRI BARBUSSE,92700,COLOMBES,92025,,Privé,Société Codesa,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2527499995681226, 48.921548999832154], ""type"": ""Point""}","48.921548999832154, 2.2527499995681226"
Micro crèche Antarès,Micro crèche,90 RUE DE GARCHES,92000,NANTERRE,92050,01 75 84 07 20,Privé,Société La Maison Bleue - MC IDF 19,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.2054010003040503, 48.87845499987969], ""type"": ""Point""}","48.87845499987969, 2.2054010003040503"
Micro crèche Polaris,Micro crèche,9 RUE CORNEILLE,92120,MONTROUGE,92049,01 70 28 50 74,Privé,Société La Maison Bleue - MC IDF 19,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.3106540004602376, 48.81284499978719], ""type"": ""Point""}","48.81284499978719, 2.3106540004602376"
Micro crèche Spica,Micro crèche,6 RUE DANTON,92150,SURESNES,92073,,Privé,Société La Maison Bleue - MC IDF 19,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.2241509997590785, 48.87870500010522], ""type"": ""Point""}","48.87870500010522, 2.2241509997590785"
Micro crèche Tom et Josette Villa Beausoleil Meudon,Micro crèche,17 AVENUE EIFFEL,92360,MEUDON,92048,,Privé,Société Tom et Josette,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.220414000414036, 48.81920399993759], ""type"": ""Point""}","48.81920399993759, 2.220414000414036"
Micro-crèche Le Berceau des Rois Puteaux-Bouton,Micro crèche,34 QUAI DE DION BOUTON,92800,PUTEAUX,92062,,Privé,Société BDR 92 Puteaux 34 Dion Bouton,12.0,,2.5,4.0,,"{""coordinates"": [2.245974999418181, 48.881449999784245], ""type"": ""Point""}","48.881449999784245, 2.245974999418181"
Micro-crèche Levallois Cap enfants,Micro crèche,113 RUE EDOUARD VAILLANT,92300,LEVALLOIS,92044,,Privé,Société Cap Enfants,12.0,,2.5,4.0,,"{""coordinates"": [2.286987000579424, 48.89835399975979], ""type"": ""Point""}","48.89835399975979, 2.286987000579424"
Micro-crèche Marie,Micro crèche,58 BOULEVARD VOLTAIRE,92600,ASNIERES SUR SEINE,92004,,Privé,Société Ted Crèches,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.29435700052208, 48.914913999664975], ""type"": ""Point""}","48.914913999664975, 2.29435700052208"
Micro-crèche Neuilly 2-Parmentière,Micro crèche,32 RUE DU CHÂTEAU,92200,NEUILLY SUR SEINE,92051,,Privé,Société La Maison Bleue - MC IDF 14,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.2637070004124134, 48.88746600029106], ""type"": ""Point""}","48.88746600029106, 2.2637070004124134"
Micro-crèche Plume,Micro crèche,131 RUE DE FLEURY,92140,CLAMART,92023,,Privé,Société Plume,12.0,,2.5,4.0,,"{""coordinates"": [2.25778199956979, 48.81088199974765], ""type"": ""Point""}","48.81088199974765, 2.25778199956979"
Mirettes et Gambettes,Micro crèche,67 RUE JEAN JACQUES ROUSSEAU,92150,SURESNES,92073,,Privé,Société MCL Micro crèches,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.223015999387385, 48.86577100043037], ""type"": ""Point""}","48.86577100043037, 2.223015999387385"
Mon Petit Ange Raphaël,Micro crèche,60 RUE DANTON,92300,LEVALLOIS,92044,06 09 32 60 76,Associatif,Association Haya Mouchka de Levallois,10.0,,2.5,4.0,,"{""coordinates"": [2.284113999617011, 48.88994699957409], ""type"": ""Point""}","48.88994699957409, 2.284113999617011"
Monique Mangeard,Multi-accueil,45 AVENUE JOFFRE,92250,LA GARENNE COLOMBES,92035,,Commune,Commune de la Garenne-Colombes,22.0,,2.5,4.0,,"{""coordinates"": [2.2446060006379067, 48.90506799989364], ""type"": ""Point""}","48.90506799989364, 2.2446060006379067"
